Nachname;Vorname;Partei-Nr;Land-Nr.;Platz;Wahlkreis - Nr.
Vogt;Ute;29;1; 1 ;258
Vogtländer;Arend;26;5; 3 ;  
Voigt;Udo;22;3; 1 ;85
Volk;Christian;6;1; 40 ;  
Volk;Dr. Daniel;17;2; 7 ;221
Völker;Nico;17;8; 3 ;  
Volkmar;Timo;26;12; 5 ;  
Volkmer;Dr. Eva Marlies;29;13; 2 ;160
Völlm;Hans-Dieter;24;1; 4 ;265
Volmering;Sven;6;10; 28 ;126
Volosinovszky;Margit-Szu;21;2; 4 ;  
Vorberger;Rolf;27;;;50
Vorländer;Christian;29;2; 45 ;220
Vorpahl;Franziska;22;;;14
Voß;Bernd;4;15; 8 ;3
Voß;Hans-Joachim;22;;;146
Voß;Harry Otto Adolf;13;;;2
Voß;Johanna Regina;13;9; 7 ;38
Voß;Renate;20;8; 2 ;14
Voß;Sylvia;13;4; 10 ;  
Voßbeck-Kayser;Christel Hedwig Ernestine;6;10; 33 ;151
Voßhoff;Andrea;6;4; 3 ;61
Voßkühler;Karl;13;11; 6 ;206
Vrankaj;Daniela;22;;;178
Vries de;Christoph;6;6; 5 ;  
Vries de;Kees;6;14; 3 ;72
Vuranoglu;Mehmet Ali;20;2; 11 ;  
Wachs;Heinrich ;22;12; 4 ;   
Wächter;Cassandra;22;;;144
Wadephul;Dr. Johann David;6;15; 1 ;4
Wagener;Horst;22;;;25
Wagenknecht-Niemeyer;Sarah;13;10; 5 ;108
Wagner;Adi;29;12; 5 ;  
Wagner;Arfst;4;15; 4 ;  
Wagner;Brigitte;14;8; 2 ;  
Wagner;Daniela;4;7; 5 ;186
Wagner;Gerhard;1;10; 2 ;  
Wagner;Karla;29;12; 11 ;  
Wagner;Kay;23;3; 5 ;  
Wagner;Kurt;6;1; 53 ;  
Wagner;Regina;6;1; 27 ;  
Wagner;Sascha;22;;;210
Wagner;Susanne;20;16; 6 ;  
Wagschal;Monika;29;4; 10 ;  
Waitz;Christoph;17;;;155
Walde;Ingo Peter;22;14; 3 ;  
Walden;Björn;29;11; 14 ;205
Waldheim;Silvio;22;;;275
Waldheim;Thomas;13;;;68
Waldow;Michael;;;;18
Walesch;Stefan;26;14; 4 ;  
Wallbraun;Kirsten;23;10; 2 ;137
Wallenstein;Dr. Gabriele Anna;20;4; 1 ;  
Wallenstein;Klaus;20;10; 15 ;115
Walser;Max D.;3;;;252
Walter;Bruno;15;2; 1 ;  
Walter;Helmut;22;;;30
Walter;Markus;22;;;211
Walter;Uli;17;1; 30 ;291
Walter von;Mechthild;23;2; 1 ;221
Walter-Rosenheimer;Beate;4;2; 11 ;216
Walther;Claudia;29;10; 44 ;  
Wandersleb;Leo;26;2; 4 ;  
Wanderwitz;Marco;6;;;164
Wandl;Dr. Joseph;13;;;229
Wantscha;Franz-Markus;5;2; 19 ;  
Wasner-Sommer;Cornelia Maria;8;2; 36 ;  
Wasserhövel;Karl-Josef;29;;;85
Wawzyniak;Halina;13;3; 5 ;84
Weber;Andreas;5;7; 2 ;  
Weber;Andreas;6;9; 47 ;  
Weber;Bernd;29;12; 10 ;  
Weber;Erwin Willi;;;;101
Weber;Florian;3;2; 1 ;223
Weber;Karin;20;7; 5 ;  
Weber;Matthias;17;7; 40 ;  
Weber;Patrick;22;16; 4 ;191
Weber;Peter;23;11; 12 ;  
Weber;Volker Helmut;17;;;196
Weckner-Lömm;Elke;17;;;75
Wedel;Dirk;17;10; 45 ;106
Wedelstaedt von;Dr. Christina- Elisabeth;6;15; 21 ;  
Wefes;Bastian Immanuel;13;;;105
Wegele;Maximilian Anton;23;2; 11 ;255
Wegener;Daniela;22;;;148
Wegener;Gunnar;29;9; 56 ;  
Wegmann;Sabine Barbara;13;9; 20 ;  
Wegner;Kai Peter;6;3; 5 ;79
Wehner;Jürgen;22;;;264
Wehrend;Sven;26;3; 4 ;  
Weible;Dr. Ingrid;20;1; 4 ;  
Weide;Hans;2;1; 1 ;  
Weidner;Michael;20;;;289
Weiershäuser;Heiko;29;7; 33 ;  
Weigand;Nils;17;7; 16 ;171
Weigel;Andreas;29;13; 7 ;166
Weigel;Florian;6;5; 6 ;  
Weigl;Anton;3;2; 48 ;  
Weigle;Sebastian;29;1; 25 ;289
Weil;Rüdiger;29;7; 26 ;  
Weiland;Gerd;;;;43
Weiland;Stephan;6;16; 14 ;  
Weinberg;Harald;13;2; 4 ;244
Weinberg;Marcus;6;6; 3 ;20
Weinfurtner;Angelika;29;9; 53 ;  
Weinlich;Peter;17;2; 32 ;245
Weinmann;Ingrid;3;2; 49 ;  
Weinsziehr;Wolfgang;27;;;49
Weishäupl;Günther;11;2; 1 ;  
Weispfenning;Peter Georg;20;;;142
Weiss;Sabine Katharina;6;10; 24 ;114
Weiß;Christian;10;3; 14 ;  
Weiß;Emmi Paula;17;2; 36 ;  
Weiß;Peter;6;;;283
Weiß;Robert;23;11; 15 ;  
Weiß;Wolfgang;4;;;238
Weissleder;Dirk;17;9; 15 ;48
Weitenhagen;Felix;20;3; 2 ;79
Weiter;Gabriele;23;11; 14 ;  
Welk;Norbert;26;;;259
Welke;Lukas Volkmar;;;;161
Wellenreuther;Ingo;6;1; 6 ;271
Wellmann;Karl-Georg;6;3; 2 ;80
Wellmann;Sigrid;21;;;176
Welzhofer;Alfred Wilhelm;26;16; 7 ;  
Wenck;Prof. Dr. Helmut Adolph Wilhelm;6;10; 57 ;  
Wende;Willi Kurt;;;;85
Wendl;Michael;13;2; 12 ;220
Wendlandt;Katrin;14;4; 4 ;  
Wendt;Marian;6;13; 10 ;  
Wendt-Kleinberg;Walter;13;;;145
Weng;Martin;6;1; 25 ;  
Wengelinski;Karsten;14;8; 1 ;  
Wengenroth;Elvira;24;11; 7 ;  
Wenghöfer;Jörg;29;15; 23 ;  
Wennmacher;Felizitas;13;10; 32 ;109
Werlberger;Renate;22;;;220
Werle;Elisabeth;15;1; 9 ;  
Werner;Daniel;29;13; 13 ;155
Werner;Elsbeth;15;1; 11 ;  
Werner;Karsten;5;13; 5 ;154
Werner;Katrin;13;11; 3 ;204
Wersing;Reinhard;23;10; 4 ;  
Wesener;Gudrun Elisabeth;20;13; 8 ;  
Wesner;Claudia;6;7; 38 ;  
Wessel;Herbert;13;;;132
Weßlau;Dr. Dirk;;;;60
Weßling;Claudia Hannelore;29;2; 49 ;  
Westermayer;Waldemar;6;1; 20 ;  
Westerwelle;Dr. Guido;17;10; 1 ;97
Westfehling;Angela;17;6; 5 ;  
Westphal;Benjamin;26;14; 5 ;  
Westphely;Maaret;4;;;43
Wettlaufer;Wolfgang;23;1; 12 ;  
Wetzel;Dr. Margrit;29;9; 23 ;31
Wetzelsberger;Hans;27;2; 11 ;  
Whittaker;Kai;6;1; 28 ;  
Wichmann;Matthias;22;3; 8 ;86
Wichtel;Peter;6;7; 12 ;185
Wicklein;Andrea;29;4; 4 ;62
Widder;Jürgen;22;;;294
Widmann-Mauz;Annette;6;1; 4 ;290
Wiechmann;Hans-Gerd;11;9; 1 ;  
Wieck;Christel;17;11; 23 ;  
Wieczorek-Zeul;Heidemarie;29;7; 1 ;179
Wiedemeyer;Cornelia;29;5; 2 ;  
Wiederstein;Volker;24;11; 5 ;  
Wiefelspütz;Dr. Dieter;29;10; 45 ;146
Wiegenstein;Daniel;20;14; 7 ;70
Wiegräfe;Dieter August Karl;11;9; 4 ;  
Wieland;Wolfgang;4;3; 2 ;76
Wiemer;Margarete;13;;;182
Wiemers;Christoph;17;;;137
Wienzek;Roberto;5;13; 4 ;  
Wieschke;Patrick;22;16; 2 ;190
Wiese;Heinz;6;1; 15 ;  
Wiesend;Rita;23;2; 37 ;235
Wieser;Theodor;7;2; 5 ;  
Wiest;Claudia;23;2; 3 ;233
Wiest;Susanne;;;;16
Wilde;Dr. Frank-Eberhard;23;16; 3 ;  
Wildenradt von;Peter;;;;5
Wilhelm;Sabine;29;11; 8 ;211
Wilhelmi;Ralf Heinrich;17;11; 6 ;201
Wilke;Maria Hilde;;;;15
Willenberg;Björn;26;9; 8 ;  
Willsch;Klaus-Peter;6;7; 16 ;178
Wilms;Dr. Valerie;4;15; 3 ;7
Wilzek;Herbert;13;1; 8 ;292
Windecker;Edna;22;7; 6 ;188
Winkelmeier;Gert;13;;;199
Winkelmeier-Becker;Elisabeth;6;10; 21 ;98
Winkler;Elisabeth;23;2; 38 ;217
Winkler;Josef Philip;4;11; 2 ;200
Winkler;Manfred;;;;266
Winkler;Marco;13;2; 25 ;  
Winkler;Ursula;22;6; 4 ;20
Winter;Heike Christine;29;11; 21 ;  
Winter;Mario;22;;;203
Winter;Susanna;6;1; 32 ;  
Winter;Wilhelm Friedrich;5;2; 18 ;  
Winter;Wolfgang;27;2; 16 ;  
Winterstein;Dr. Claudia;17;9; 2 ;42
Wirth;Thorsten;26;7; 1 ;  
Wirth-Schusser;Claudia;21;2; 2 ;  
Wirtz;Konrad;3;2; 50 ;216
Wischnat;Jürgen;20;15; 4 ;  
Wissing;Dr. Volker;17;11; 2 ;212
Wistuba;Engelbert;29;;;71
Witt;Jan Christopher;17;6; 9 ;23
Witte;Britta;6;9; 48 ;  
Wittern;Dr. Christa;17;7; 30 ;  
Wittmann;Mechthilde;8;2; 39 ;  
Woche;Dieter;22;;;62
Wodarg;Dr. Wolfgang;29;15; 10 ;1
Wohlert;Günther;22;8; 10 ;  
Wohltmann;Rüdiger;13;9; 30 ;53
Wöhrl;Dagmar;8;2; 6 ;244
Wöhrmann;Wolfgang;20;10; 20 ;  
Woitzik;Gerhard;12;10; 1 ;  
Woizik;Dieter;1;10; 5 ;  
Wojnarowicz;Marcel;;;;116
Wölbern;Bernd Hinrich;29;9; 40 ;  
Wolf;Andreas;22;;;51
Wolf;Martin Josef;17;15; 9 ;6
Wolf;Sylvio Peter;22;5; 4 ;  
Wolfert;Harald;4;10; 22 ;101
Wolff;Harald;10;3; 12 ;  
Wolff;Hartfrid;17;1; 5 ;264
Wolff;Leon;4;;;155
Wolff;Ulrike;5;10; 3 ;  
Wolff;Waltraud Katharina;29;14; 1 ;68
Wolframm;Klaus Dieter;29;13; 15 ;159
Wolter;Patrick;26;10; 3 ;  
Wolters;Thomas;17;10; 51 ;117
Woltmann;Barbara;6;9; 36 ;  
Wonnemann;Jutta;17;10; 33 ;131
Wowretzko;Sylvia;29;6; 4 ;  
Wright;Alexander;4;7; 14 ;  
Wucherpfennig;Vera;6;9; 42 ;  
Wulff;Thomas;22;15; 3 ;11
Wunder;Dr. Edgar;13;;;277
Wunderlich;Heinz;;;;239
Wunderlich;Jörn Heinz Adolf;13;13; 8 ;164
Wunnicke;Christoph;4;;;66
Wunschik;Alexander Frederik;26;;;243
Wurm;Engelbert;13;2; 22 ;225
Wüst;Wolfgang;22;;;276
Wuttke;Christopher;6;9; 29 ;41
Wuttke;Roland;22;;;216
Yorulmaz;Bülent ;;;;83
Zager;Dieter;27;9; 14 ;28
Zagermann;Dr. Paul Helmut August;20;13; 3 ;  
Zais;Petra Inge;4;13; 3 ;163
Zapf;Uta;29;7; 8 ;185
Zasowk;Ronny;22;4; 2 ;65
Zdebel;Hubertus;13;;;130
Zecha;Peggy;29;4; 12 ;  
Zecher;Irmgard;4;1; 17 ;  
Zecher;Ralf-Peter;22;10; 13 ;105
Zeitler;Prof. Dr. Christoph;17;2; 25 ;228
Zenker;Thomas;29;4; 13 ;66
Zepp-LaRouche;Helga;5;3; 1 ;76
Zerrahn;Signe;4;3; 7 ;  
Zetzsche;Sören;26;4; 5 ;  
Ziegler;Dagmar;29;4; 2 ;57
Ziegler;Heinz Kurt;20;2; 13 ;  
Ziegler;Kurt;2;1; 8 ;  
Ziegler;Martin Alexander;11;11; 2 ;  
Ziegler;Norbert;17;2; 50 ;235
Ziegler;Patrick;20;2; 6 ;  
Ziegler;Torsten;22;;;269
Zierus;Hans-Jürgen;13;;;120
Zieschang;Dr. Tamara;6;4; 7 ;63
Ziller;Stefan;4;3; 6 ;86
Zimmer;Dr. Matthias;6;7; 21 ;182
Zimmer;Prof. (FH) Dr. Bernhard;4;;;225
Zimmermann;Adelheid;17;2; 31 ;248
Zimmermann;Anna;20;13; 5 ;  
Zimmermann;Dr. Steffen;6;11; 40 ;  
Zimmermann;Elisabeth;25;10; 2 ;  
Zimmermann;Jan;22;6; 2 ;24
Zimmermann;Jens Uwe;17;13; 11 ;  
Zimmermann;Sabine;13;13; 5 ;166
Zimmitsch;Brigitte;14;7; 12 ;  
Zingsem;Mareike;13;7; 7 ;170
Zion;Robert;4;;;124
Zirra;Jana;29;1; 21 ;282
Zöller;Wolfgang;8;2; 15 ;249
Zöllmer;Manfred;29;10; 50 ;103
Zorko;Zarah;20;12; 4 ;  
Zorn;Waltraud;20;13; 2 ;  
Zuleger;Gerhard;14;1; 18 ;  
Zundel;Paul;;;;272
Zuse;Werner;5;2; 1 ;221
Zylajew;Willi;6;10; 23 ;92
Zypries;Brigitte;29;7; 3 ;186
